855,5,"CHICKEN,SIMMERED,WO/DRIPPINGS",80,90,65,70,60,70,100,90,80,55,95,60,50,60,60,60,70,50,75,75,100,75,75,75,75,75
856,5,"CHICKEN,SIMMERED,W/DRIPPINGS",100,100,100,100,100,100,100,100,85,75,100,95,65,70,70,70,70,65,80,80,100,80,80,80,80,80
864,5,"CHICKEN,REHEATED",100,100,100,100,100,100,100,100,95,95,100,100,95,95,95,95,70,95,100,100,100,100,100,100,100,100
1805,5,"TURKEY,ROASTED",100,95,80,80,75,75,100,70,80,65,85,90,70,60,60,60,70,65,75,75,100,75,75,75,75,75
1851,5,"TURKEY,SIMMERED,WO/DRIPPINGS",85,95,65,70,55,70,100,95,80,55,95,60,50,60,60,60,70,50,75,75,100,75,75,75,75,75
1852,5,"TURKEY,SIMMERED,W/DRIPPINGS",100,100,100,100,100,100,100,100,85,75,100,95,70,70,70,70,70,70,80,80,100,80,80,80,80,80
1860,5,"TURKEY,REHEATED",100,100,100,100,100,100,100,100,95,95,100,100,95,95,95,95,70,95,100,100,100,100,100,100,100,100
351,8,"OATMEAL,INST,COOKED",100,100,100,100,100,100,100,100,90,90,95,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100
352,8,"OATMEAL,REG/QUICK,COOKED",100,95,100,95,95,100,100,95,80,80,90,90,90,70,70,70,100,100,90,90,100,90,90,90,90,90
357,8,"CEREAL,INST,COOKED",100,100,100,100,100,100,100,100,90,90,95,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100
358,8,"CEREAL,REG/QUICK,COOKED",100,95,100,95,95,100,100,95,80,80,90,90,90,70,70,70,100,100,90,90,100,90,90,90,90,90
151,9,"FRUITS,FRESH(NOT CITRUS),BAKED",95,100,100,100,90,100,100,90,80,80,95,90,95,60,60,60,100,100,85,85,100,85,85,85,85,85
152,9,"FRUITS,FRESH(NOT CITRUS),BROILED",95,100,100,100,90,100,100,90,80,80,95,90,95,60,60,60,100,100,85,85,100,85,85,85,85,85
153,9,"FRUITS,FRESH(NOT CITRUS),SAUTEED",95,100,100,100,90,100,100,90,70,80,90,90,90,50,50,50,100,100,75,75,100,75,75,75,75,75
154,9,"FRUITS,CANNED",95,100,100,100,90,100,100,90,50,80,90,90,90,50,50,50,100,100,75,75,100,75,75,75,75,75
155,9,"FRUITS,FRESH(NOT CITRUS),STEWED",95,100,100,100,90,100,100,90,70,80,90,90,90,50,50,50,100,100,75,75,100,75,75,75,75,75
156,9,"FRUITS,FROZEN",95,100,100,100,90,100,100,90,70,95,100,100,100,95,95,95,100,100,95,95,100,95,95,95,95,95
157,9,"FRUITS,FRESH(NOT CITRUS),REHEATED",100,100,100,100,100,100,100,100,95,95,100,100,100,95,95,95,100,100,95,95,100,95,95,95,95,95
158,9,"FRUITS,DRIED",100,100,100,100,100,100,100,100,20,70,90,90,90,50,50,50,100,100,50,50,100,50,50,50,50,50
251,9,"FRUITS(DRIED),BAKED",95,100,100,100,90,100,100,90,80,80,95,90,95,60,60,60,100,100,85,85,100,85,85,85,85,85
253,9,"FRUITS(DRIED),SAUTEED",95,100,100,100,90,100,100,90,70,80,90,90,90,50,50,50,100,100,75,75,100,75,75,75,75,75
255,9,"FRUITS(DRIED),STEWED",95,100,100,100,90,100,100,90,70,80,90,90,90,50,50,50,100,100,75,75,100,75,75,75,75,75
257,9,"FRUITS(DRIED),REHEATED",100,100,100,100,100,100,100,100,95,95,100,100,100,95,95,95,100,100,95,95,100,95,95,95,95,95
270,9,"FRUITS,CITRUS,CKD",100,100,100,100,100,100,100,100,95,95,95,95,95,70,70,70,100,100,95,95,100,95,95,95,95,95
1251,10,"PORK,FRESH,BROILED",75,80,95,90,85,90,100,95,80,70,100,80,65,85,85,85,100,90,75,75,100,75,75,75,75,75
1252,10,"PORK,FRESH,FRIED,WO/COATING",75,80,95,90,85,90,100,95,80,70,100,80,65,85,85,85,100,90,75,75,100,75,75,75,75,75
1253,10,"PORK,FRESH,FRIED,W/COATING",75,80,95,90,85,90,100,95,80,70,100,80,65,85,85,85,100,90,75,75,100,75,75,75,75,75
